price_eur_pm,barrio_encoded,distrito,latitude,longitude,adaptado_movilidad_reducida,aire_acondicionado,antiguedad,armarios_empotrados,ascensor,balcon,banos,calefaccion,chimenea,cocina_equipada,conservacion,exterior,garaje,habitaciones,jardin,piscina,puerta_blindada,sistema_seguridad,superficie_construida,terraza,trastero,vidrios_dobles,planta_numerica,acepta_mascotas,amueblado_True,amueblado_nan,cluster,cluster_label
1990.0,3740.0,Fuencarral-El Pardo,40.482899051,-3.697402243,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,127.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,Piso Básico y Económico
1650.0,3843.846153846154,Salamanca,40.4314796,-3.6858542,0.0,1.0,1.6988778491381835,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
1250.0,1718.409090909091,Arganzuela,40.4118945,-3.7209437,0.0,1.0,1.326086619891994,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2,Apartamento Céntrico Amueblado
2800.0,3220.234693877551,Centro,40.4201857,-3.7126761,0.0,1.0,0.5708409509900421,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1985.0,2586.9166666666665,Chamberí,40.4397681,-3.7005795,0.0,1.0,0.6468735936856479,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2650.0,3480.1075268817203,Chamberí,40.4315725,-3.6906428,0.0,1.0,0.6199684133718224,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3850.0,4703.695652173913,Retiro,40.415184266,-3.691425518,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,131.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1,Piso Básico y Económico
1350.0,1633.2222222222222,San Blas,40.4407023,-3.6185872,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.2612186341642975,0.0,0.0,0.0,1.0,89.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
12900.0,3353.04,Centro,40.4213348,-3.6979023,0.0,1.0,-1.0563455564763464,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4,Apartamento Premium (Ubicación Prime)
3107.0,2063.7916666666665,Centro,40.4110345,-3.6968507,0.0,1.0,0.4008886853958452,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
4665.0,2180.8055555555557,Chamberí,40.4624747,-3.6976136,0.0,1.0,0.39471635134018945,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3045.0,2349.5757575757575,Centro,40.4268592,-3.7087058,0.0,1.0,0.47514399690005404,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1400.0,2844.871794871795,Chamberí,40.4357368,-3.7005422,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.3409138377185605,0.0,0.0,2.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
4175.0,2844.871794871795,Chamberí,40.4293017,-3.701279,0.0,1.0,0.020573885692430016,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2700.0,3480.1075268817203,Chamberí,40.4364951,-3.6922788,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,92.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
4100.0,2844.871794871795,Chamberí,40.4305931,-3.6987573,0.0,1.0,0.2523031316508162,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2750.0,2844.871794871795,Chamberí,40.4292874,-3.7004092,0.0,1.0,0.6685843549838288,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
4860.0,3480.1075268817203,Chamberí,40.4302804,-3.6950785,0.0,1.0,0.446457466180873,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,153.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2800.0,2417.2380952380954,Chamberí,40.436464,-3.7117827,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2725.0,4703.695652173913,Retiro,40.418387,-3.6756407,0.0,1.0,0.6066352231175077,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
6700.0,4556.951612903225,Salamanca,40.4225413,-3.6859868,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,201.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1,Piso Básico y Económico
3135.0,4556.951612903225,Salamanca,40.4223889,-3.68322,0.0,1.0,1.7714781112391664,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3540.0,2293.733333333333,Retiro,40.4157587,-3.6752437,0.0,1.0,0.5593996204754147,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3585.0,2349.5757575757575,Centro,40.4265775,-3.7038015,0.0,1.0,0.2308855660127257,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2400.0,2381.7391304347825,Salamanca,40.4372536,-3.6786547,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,140.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,1,Piso Básico y Económico
4370.0,3480.1075268817203,Chamberí,40.4334789,-3.6910705,0.0,1.0,0.23678968809868017,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1500.0,2258.5714285714284,Chamberí,40.4461638,-3.7063043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7660920778425737,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
1950.0,3480.1075268817203,Chamberí,40.4339356,-3.6922975,0.0,1.0,0.21572909767953385,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
6500.0,3353.04,Centro,40.428686,-3.6997822,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,220.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1,Piso Básico y Económico
4285.0,3843.846153846154,Salamanca,40.438637645,-3.682937211,0.0,1.0,0.14823391548271436,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,150.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1700.0,2586.9166666666665,Chamberí,40.4434184,-3.7038452,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4,Apartamento Premium (Ubicación Prime)
3250.0,1873.7954545454545,Tetuán,40.4726541,-3.6884278,0.0,1.0,0.3531384616949057,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
4500.0,2844.871794871795,Chamberí,40.4367411,-3.7005895,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,Piso Básico y Económico
2870.0,3353.04,Centro,40.4236368,-3.6985792,0.0,1.0,0.7076248311733705,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2500.0,2586.9166666666665,Chamberí,40.4406684,-3.6992806,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
4000.0,3843.846153846154,Salamanca,40.4371283,-3.686555,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,128.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,1,Piso Básico y Económico
2100.0,2417.2380952380954,Chamberí,40.4354054,-3.7123921,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2600.0,2913.703703703704,Chamartín,40.4477278,-3.6899246,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1,Piso Básico y Económico
1150.0,2258.5714285714284,Chamberí,40.4391,-3.70768,0.0,0.0,1.2005075943576957,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.4508761899233704,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2700.0,3843.846153846154,Salamanca,40.4363824,-3.6820122,0.0,1.0,0.7046887232752348,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1750.0,2323.548387096774,Tetuán,40.4515256,-3.7024291,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2355.0,4556.951612903225,Salamanca,40.4254148,-3.6813787,0.0,1.0,0.5474767950704899,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2505.0,2586.9166666666665,Chamberí,40.445579,-3.7046853,0.0,1.0,0.6592380283880539,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2,Apartamento Céntrico Amueblado
3380.0,3480.1075268817203,Chamberí,40.4302804,-3.6950785,0.0,1.0,1.2390204073507154,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2935.0,2323.548387096774,Tetuán,40.4557367,-3.692784,0.0,1.0,0.8260658350243155,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3725.0,4556.951612903225,Salamanca,40.432481059,-3.682243496,0.0,1.0,0.36236953784693116,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1400.0,2949.7093023255816,Salamanca,40.42738,-3.679167,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,Apartamento Premium (Ubicación Prime)
1500.0,1663.5714285714287,Hortaleza,40.4706227,-3.651299,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
1600.0,2586.9166666666665,Chamberí,40.4392607,-3.6993921,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
2895.0,2949.7093023255816,Salamanca,40.4262078,-3.6790303,0.0,1.0,0.9011576968049871,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2895.0,2349.5757575757575,Centro,40.4205661,-3.7007455,0.0,1.0,0.8053274743545977,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2700.0,3480.1075268817203,Chamberí,40.4378321,-3.6930425,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
4075.0,2949.7093023255816,Salamanca,40.4260944,-3.6732809,0.0,1.0,0.43556499135412685,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,156.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
4320.0,2844.871794871795,Chamberí,40.4315211,-3.6986606,0.0,1.0,0.4955018499156367,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3435.0,2844.871794871795,Chamberí,40.4315524,-3.6992217,0.0,1.0,0.3431906102753024,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,Residencial Familiar con Extras
2150.0,3480.1075268817203,Chamberí,40.4283454,-3.6952583,0.0,1.0,0.7882422372566442,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
4190.0,2872.3939393939395,Moncloa-Aravaca,40.4319771,-3.7188929,0.0,1.0,0.21353083958305896,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2445.0,2180.8055555555557,Chamberí,40.4351406,-3.7029225,0.0,1.0,1.1662773565081035,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1600.0,1873.7954545454545,Tetuán,40.472566,-3.6927812,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2180.0,2844.871794871795,Chamberí,40.4302615,-3.7047204,0.0,1.0,0.422330026232012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0,Residencial Familiar con Extras
3935.0,2180.8055555555557,Chamberí,40.4378247,-3.7044272,0.0,1.0,0.4418741981407337,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1300.0,2704.375,Chamartín,40.4411906,-3.6738387,0.0,1.0,0.8019632482160892,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2395248099887244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
4545.0,2844.871794871795,Chamberí,40.4256421,-3.7037949,0.0,1.0,0.17819930339920242,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,Residencial Familiar con Extras
2420.0,2586.9166666666665,Chamberí,40.4416815,-3.6983911,0.0,1.0,0.9034880169300676,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1200.0,1465.0,Arganzuela,40.4060229,-3.6922018,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
6000.0,3220.234693877551,Centro,40.4206783,-3.7102583,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,240.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1,Piso Básico y Económico
2605.0,2417.2380952380954,Chamberí,40.4319695,-3.7154274,0.0,1.0,0.5530839965637131,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
4295.0,3353.04,Centro,40.4320939,-3.6985321,0.0,1.0,0.7958159510494589,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
4500.0,4556.951612903225,Salamanca,40.4289632,-3.6785695,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,150.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1,Piso Básico y Económico
1600.0,1873.7954545454545,Tetuán,40.4671631,-3.6969866,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2890.0,2586.9166666666665,Chamberí,40.4416367,-3.6986402,0.0,1.0,0.5843414837793435,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,113.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
1400.0,2428.85,Centro,40.41398,-3.7065477,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2210.0,3480.1075268817203,Chamberí,40.434883,-3.6915218,0.0,1.0,0.7955970512634041,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
7000.0,3843.846153846154,Salamanca,40.4319731,-3.6858157,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,150.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,1,Piso Básico y Económico
3125.0,2844.871794871795,Chamberí,40.4311255,-3.7000694,0.0,1.0,0.7854256254350118,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3350.0,3480.1075268817203,Chamberí,40.4338913,-3.6963147,0.0,1.0,0.2659295832982833,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,159.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2300.0,2428.85,Centro,40.4244608,-3.7035599,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2480.0,2844.871794871795,Chamberí,40.4358621,-3.7031553,0.0,1.0,0.5632038755477464,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3445.0,3480.1075268817203,Chamberí,40.4339461,-3.6920471,0.0,1.0,0.15495546796507564,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2350.0,2872.3939393939395,Moncloa-Aravaca,40.4209,-3.71569,1.0,1.0,-0.18881919136703362,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
3435.0,3480.1075268817203,Chamberí,40.4353474,-3.6902704,0.0,1.0,0.2446667733516138,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3095.0,2381.7391304347825,Salamanca,40.4303485,-3.6780405,0.0,1.0,0.49531607130766564,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
3500.0,1873.7954545454545,Tetuán,40.4729569,-3.6884369,0.0,1.0,0.8846855113236423,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.4459633987787994,0.0,1.0,3.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,3,Vivienda de Lujo Exclusivo
2275.0,1472.575,Centro,40.4116171,-3.7071108,0.0,1.0,1.1955996158686606,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
2750.0,2381.7391304347825,Salamanca,40.4348314,-3.677145,0.0,1.0,0.6894360168443534,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,Residencial Familiar con Extras
2200.0,2428.85,Centro,40.4150744,-3.7058997,0.0,1.0,0.1882802037075758,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2,Apartamento Céntrico Amueblado
1375.0,1325.0,Carabanchel,40.3904358,-3.7204195,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,52.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,4,Apartamento Premium (Ubicación Prime)
4800.0,2872.3939393939395,Moncloa-Aravaca,40.4245397,-3.7126059,0.0,1.0,-0.09849777399582083,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,20.0,1.0,1.0,0.0,0,Residencial Familiar con Extras
