price_eur,barrio,distrito,lat,lon,energy_consumption_rating,energy_consumption_value,energy_emissions_rating,energy_emissions_value,adaptado a personas con movilidad reducida,aire acondicionado,amueblado,antigüedad,ascensor,balcón,baños,calefacción,chimenea,conservación,exterior,garaje,habitaciones,jardín,piscina,planta,portero automático,puerta blindada,sistema de seguridad,superficie construida,superficie útil,terraza,trastero,vidrios dobles,tipo_inmueble,tipo_operacion,rent_eur_per_month,listing_type,cocina equipada,referencia
1930000.0,Aravaca,Moncloa-Aravaca,40.4606482,-3.7804163,False,,False,,0.0,False,True,,False,False,5,False,False,A estrenar,False,False,12.0,False,False,1.0,False,False,False,319.0,319.0,False,False,False,Piso,venta,,,,
400000.0,Vista Alegre,Carabanchel,40.3783691,-3.7536163,False,,False,,0.0,False,True,Más de 50 años,False,False,2,False,False,En buen estado,False,False,3.0,False,False,7.0,False,False,False,94.0,94.0,False,False,False,Piso,venta,,,,
460000.0,Rejas,San Blas,40.4439212,-3.5880239,False,,False,,0.0,True,True,Entre 20 y 30 años,False,False,2,True,False,En buen estado,False,True,3.0,False,False,0.0,False,True,False,141.0,105.0,False,False,False,Piso,venta,,,,
415000.0,Rosas,San Blas,40.4221814,-3.6099084,False,,False,,0.0,True,True,Entre 20 y 30 años,False,False,1,True,False,En buen estado,False,True,2.0,False,False,0.0,False,True,False,81.0,75.0,False,False,False,Piso,venta,,,,
3650000.0,Recoletos,Salamanca,40.4226,-3.68285,F,300 kWh/m² año,E,61 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,1.0,3,True,True,En buen estado,False,False,6.0,False,False,6.0,False,True,False,160.0,145.0,False,False,False,Otro,venta,,,,
269900.0,Lucero,Latina,40.4047991,-3.7489908,False,,False,,0.0,False,True,Más de 50 años,False,False,1,True,False,En buen estado,False,False,3.0,False,False,0.0,False,False,False,64.0,64.0,False,False,False,Piso,venta,,,,
249000.0,Ensanche de Vallecas-Valdecarros,Villa de Vallecas,40.3628048,-3.6054839,False,,False,,0.0,False,True,,False,False,2,True,False,En buen estado,False,False,3.0,False,False,0.0,False,True,False,76.0,76.0,False,False,False,Otro,venta,,,,
329000.0,Río Rosas,Chamberí,40.4463897,-3.701952,False,,False,,0.0,True,True,Más de 50 años,False,False,1,True,False,En buen estado,False,False,1.0,False,False,0.0,False,True,False,34.0,30.0,False,False,False,Piso,venta,,,,
1770000.0,Goya,Salamanca,40.4217912,-3.6772485,G,346 kWh/m² año,F,72 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,1.0,2,True,False,En buen estado,False,False,5.0,False,False,3.0,False,False,False,156.0,141.0,False,False,False,Piso,venta,,,,
499900.0,Ensanche de Vallecas-Valdecarros,Villa de Vallecas,40.334064,-3.5906244,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,3.0,False,False,0.0,False,False,False,109.0,109.0,False,False,False,Piso,venta,,,,
1195000.0,Goya,Salamanca,40.4252141,-3.6754908,False,,False,,0.0,True,True,Más de 50 años,False,False,2,True,False,En buen estado,False,False,2.0,False,False,1.0,False,False,False,125.0,95.0,False,False,False,Piso,venta,,,,
1700000.0,Recoletos,Salamanca,40.422744896,-3.68038587,False,,False,,0.0,False,True,Más de 50 años,False,False,3,False,False,En buen estado,False,False,2.0,False,False,1.0,False,True,False,175.0,175.0,False,False,False,Casa,venta,,,,
998000.0,Cuatro Caminos,Tetuán,40.447249,-3.6991993,C,95 kWh/m² año,C,22 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,3,True,False,En buen estado,False,False,4.0,False,False,0.0,False,False,False,140.0,140.0,False,False,False,Casa,venta,,,,
373900.0,Los Berrocales-Los Ahijones,Vicálvaro,40.393904724,-3.58149909,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,91.0,91.0,False,False,False,Piso,venta,,,,
457900.0,Ensanche de Vallecas-Valdecarros,Villa de Vallecas,40.3409,-3.61166,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,3.0,False,False,0.0,False,False,False,119.0,119.0,False,False,False,Piso,venta,,,,
449900.0,El Cañaveral,Vicálvaro,40.3974,-3.55761,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,90.0,90.0,False,False,False,Piso,venta,,,,
1249000.0,Palacio,Centro,40.413703,-3.7152431,False,,False,,0.0,False,True,Entre 10 y 20 años,False,False,3,False,False,En buen estado,False,False,2.0,False,False,1.0,False,False,False,170.0,123.0,False,False,False,Otro,venta,,,,
1095000.0,Castellana,Salamanca,40.4274917,-3.6772773,False,,False,,0.0,True,True,,True,False,2,True,False,Reformado,False,False,3.0,False,False,3.0,También cuenta con portero físico,True,False,131.0,114.0,False,False,False,Casa,venta,,,,
1119000.0,Sol,Centro,40.41769260000001,-3.7034134,False,,False,,0.0,False,True,Más de 50 años,False,False,3,False,False,En buen estado,False,False,3.0,False,False,2.0,False,False,False,136.0,112.0,False,False,False,Piso,venta,,,,
1990000.0,Ibiza,Retiro,40.4202555,-3.6755725,False,,False,,0.0,True,True,,False,False,4,True,False,A estrenar,False,False,3.0,False,False,3.0,False,True,False,167.0,138.0,False,False,False,Piso,venta,,,,
1850000.0,Hispanoamérica,Chamartín,40.4545759,-3.6679797,D,151 kWh/m² año,D,47 Kg CO₂/m² año,0.0,False,True,Entre 10 y 20 años,False,False,4,False,True,En buen estado,False,False,4.0,False,True,0.0,False,True,False,250.0,250.0,False,False,False,Casa,venta,,,,
340000.0,San Diego,Puente de Vallecas,40.3947193,-3.6701665,E,246 kWh/m² año,E,52 Kg CO₂/m² año,1.0,True,True,Entre 20 y 30 años,False,False,1,True,False,En buen estado,False,True,2.0,False,False,1.0,False,True,False,100.0,90.0,False,False,False,Piso,venta,,,,
362900.0,Los Berrocales-Los Ahijones,Vicálvaro,40.393904724,-3.58149909,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,88.0,88.0,False,False,False,Piso,venta,,,,
259900.0,Vallehermoso,Chamberí,40.4436468,-3.7037317,E,228 kWh/m² año,E,43 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,1,False,False,En buen estado,False,False,1.0,False,False,2.0,False,False,False,38.0,38.0,False,False,False,Piso,venta,,,,
650000.0,Embajadores-Lavapiés,Centro,40.4066027,-3.6974994,E,195 kWh/m² año,E,41 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,2,True,False,En buen estado,False,False,4.0,False,False,1.0,False,True,False,135.0,120.0,False,False,False,Piso,venta,,,,
690000.0,Río Rosas,Chamberí,40.4395427,-3.7005104,False,,False,,0.0,True,True,Más de 50 años,False,False,1,True,False,En buen estado,False,False,2.0,False,False,0.0,False,True,False,72.0,66.0,False,False,False,Otro,venta,,,,
329900.0,Pilar,Fuencarral-El Pardo,40.4757999,-3.7126999,F,307 kWh/m² año,E,62 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,1,False,False,En buen estado,False,False,2.0,False,False,0.0,False,False,False,56.0,43.0,False,False,False,Otro,venta,,,,
3999000.0,Recoletos,Salamanca,40.4281322,-3.6814351,C,130 kWh/m² año,C,34 Kg CO₂/m² año,1.0,True,True,Más de 50 años,True,False,3,True,False,Reformado,True,False,3.0,False,False,6.0,True,True,False,195.0,180.0,True,True,True,Otro,venta,,,,
1400000.0,Aravaca,Moncloa-Aravaca,40.4475868,-3.7826114,C,63 kWh/m² año,B,12 Kg CO₂/m² año,1.0,False,True,Entre 10 y 20 años,False,False,3,False,False,En buen estado,False,True,5.0,False,False,2.0,False,False,False,236.0,190.0,False,False,False,Piso,venta,,,,
530000.0,Palacio,Centro,40.41623,-3.7107248,F,309 kWh/m² año,E,63 Kg CO₂/m² año,0.0,False,True,,False,False,2,True,False,En buen estado,False,False,3.0,False,False,1.0,False,False,False,108.0,108.0,False,False,False,Casa,venta,,,,
5300000.0,Castellana,Salamanca,40.4338188,-3.6856831,False,,False,,0.0,True,True,Más de 50 años,False,False,6,True,False,A estrenar,False,True,6.0,False,False,3.0,True,False,False,405.0,405.0,True,False,False,Otro,venta,,,,
750000.0,Embajadores-Lavapiés,Centro,40.4085986,-3.7012104,False,,False,,0.0,False,True,,False,False,3,False,False,Reformado,False,False,5.0,False,False,2.0,False,True,False,123.0,123.0,True,False,False,Piso,venta,,,,
1150000.0,Bellas Vistas,Tetuán,40.4537277,-3.7031762,False,,False,,0.0,False,True,,False,False,2,False,False,En buen estado,True,False,3.0,False,False,0.0,False,False,False,189.0,189.0,False,False,False,Piso,venta,,,,
630000.0,Delicias,Arganzuela,40.3952937,-3.6943594,False,,False,,0.0,True,True,,False,False,2,True,False,En buen estado,False,False,4.0,False,False,1.0,False,False,False,118.0,118.0,False,False,False,Otro,venta,,,,
1445000.0,Arapiles,Chamberí,40.4365792,-3.7054145,False,,False,,0.0,True,True,,True,False,3,False,False,En buen estado,False,False,5.0,False,False,0.0,False,False,False,207.0,171.0,True,False,False,Piso,venta,,,,
5695000.0,Recoletos,Salamanca,40.42755,-3.682354,False,,False,,0.0,False,True,Más de 50 años,False,False,4,True,False,En buen estado,False,False,3.0,False,False,4.0,False,False,False,323.0,323.0,False,False,False,Piso,venta,,,,
2650000.0,Recoletos,Salamanca,40.4222617,-3.6809625,C,130 kWh/m² año,C,30 Kg CO₂/m² año,1.0,True,True,Más de 50 años,False,1.0,4,True,False,Reformado,False,False,3.0,False,False,1.0,True,False,False,148.0,140.0,False,False,True,Piso,venta,,,,
309900.0,Pilar,Fuencarral-El Pardo,40.4754181,-3.7121501,E,199 kWh/m² año,E,39 Kg CO₂/m² año,0.0,True,True,Más de 50 años,False,False,1,False,False,En buen estado,False,False,2.0,False,False,1.0,False,False,False,58.0,40.0,False,False,False,Otro,venta,,,,
269000.0,Canillejas,San Blas,40.4454405,-3.615809,D,148 kWh/m² año,D,45 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,1,False,False,En buen estado,False,False,2.0,False,False,2.0,False,False,False,63.0,63.0,False,False,False,Piso,venta,,,,
548000.0,Universidad-Malasaña,Centro,40.4256246,-3.7049534,C,30 kWh/m² año,C,30 Kg CO₂/m² año,0.0,True,True,Más de 50 años,False,False,1,True,False,Reformado,False,False,2.0,False,False,4.0,True,False,False,80.0,70.0,False,False,False,Piso,venta,,,,
1020000.0,Palacio,Centro,40.4158341,-3.7095616,C,134 kWh/m² año,C,34 Kg CO₂/m² año,0.0,True,True,Más de 50 años,False,1.0,2,True,False,En buen estado,True,False,4.0,False,False,2.0,True,True,False,180.0,170.0,False,False,True,Piso,venta,,,,
1119000.0,Sol,Centro,40.4172277,-3.7044002,False,,False,,0.0,False,True,,False,False,3,False,False,En buen estado,False,False,3.0,False,False,2.0,False,False,False,139.0,139.0,False,False,False,Otro,venta,,,,
3650000.0,Aravaca,Moncloa-Aravaca,40.458924,-3.7659246,False,,False,,0.0,False,True,Menos de 5 años,False,False,7,True,False,En buen estado,False,True,5.0,True,True,0.0,False,False,False,754.0,754.0,False,False,False,Otro,venta,,,,
705000.0,Peñagrande,Fuencarral-El Pardo,40.4784458,-3.7191302,E,150 kWh/m² año,D,26 Kg CO₂/m² año,0.0,False,True,Entre 30 y 50 años,False,False,2,False,False,En buen estado,False,False,4.0,True,True,0.0,False,False,False,135.0,135.0,False,False,False,Casa,venta,,,,
365000.0,San Andrés,Villaverde,40.3484,-3.70229,False,,False,,0.0,False,True,,False,False,2,True,False,A estrenar,False,False,3.0,False,False,1.0,False,False,False,114.0,114.0,False,False,False,Piso,venta,,,,
499000.0,Palos de Moguer,Arganzuela,40.4041526,-3.6908928,False,,False,,0.0,True,True,,False,False,1,True,False,En buen estado,False,False,1.0,False,False,3.0,False,True,False,67.0,67.0,False,False,False,Piso,venta,,,,
440000.0,Arcos,San Blas,40.4176057,-3.6155692,False,,False,,0.0,False,True,Entre 20 y 30 años,False,False,2,False,False,Reformado,False,True,3.0,False,False,3.0,False,False,False,134.0,134.0,False,False,False,Piso,venta,,,,
415000.0,Moscardó,Usera,40.3885691,-3.7002213,False,,False,,0.0,True,True,,False,False,1,False,False,En buen estado,False,False,2.0,False,False,0.0,False,False,False,74.0,74.0,True,False,False,Piso,venta,,,,
2150000.0,Goya,Salamanca,40.4248127,-3.6723875,False,,False,,0.0,False,True,Más de 50 años,False,False,3,True,False,En buen estado,False,False,4.0,False,False,1.0,False,True,False,174.0,174.0,False,False,False,Piso,venta,,,,
685000.0,Salvador,San Blas,40.4392588,-3.6323276,False,,False,,0.0,True,True,Entre 20 y 30 años,False,False,2,False,False,Reformado,False,True,2.0,False,False,5.0,False,False,False,140.0,140.0,False,False,False,Chalet,venta,,,,
1090000.0,Jerónimos,Retiro,40.4146496,-3.689781,False,,False,,0.0,True,True,,False,False,2,False,True,A estrenar,False,False,2.0,False,False,6.0,True,True,False,86.0,79.0,False,False,False,Piso,venta,,,,
2100000.0,Hispanoamérica,Chamartín,40.4528359,-3.684779,False,,False,,1.0,True,True,Más de 50 años,False,False,4,True,False,A reformar,False,True,6.0,False,False,2.0,True,True,True,280.0,248.0,False,False,False,Otro,venta,,,,
325000.0,Peñagrande,Fuencarral-El Pardo,40.480687,-3.7206337,False,,False,,1.0,False,True,Entre 30 y 50 años,False,False,2,True,False,A estrenar,False,False,2.0,False,False,0.0,False,False,True,100.0,92.0,False,False,False,Piso,venta,,,,
1150000.0,Río Rosas,Chamberí,40.4422675,-3.7035728,False,,False,,0.0,False,True,Más de 50 años,False,False,3,True,False,A reformar,False,False,4.0,False,False,0.0,False,False,False,168.0,148.0,False,False,False,Piso,venta,,,,
356900.0,Los Berrocales-Los Ahijones,Vicálvaro,40.3967309,-3.5844075,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,88.0,88.0,False,False,False,Piso,venta,,,,
456900.0,El Cañaveral,Vicálvaro,40.4017,-3.56105,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,118.0,118.0,False,False,False,Piso,venta,,,,
379000.0,Chopera,Arganzuela,40.3946203,-3.696197,False,,False,,0.0,False,True,Más de 50 años,False,False,1,True,False,En buen estado,False,False,3.0,False,False,4.0,False,False,False,71.0,71.0,False,False,False,Piso,venta,,,,
889000.0,Sol,Centro,40.4197146,-3.7041066,False,,False,,0.0,False,True,Más de 50 años,False,1.0,2,False,False,En buen estado,False,False,2.0,False,False,1.0,False,False,False,118.0,118.0,False,False,False,Otro,venta,,,,
399000.0,Casa de Campo,Moncloa-Aravaca,40.3646398,-3.7516182,False,,False,,0.0,False,True,Entre 20 y 30 años,False,False,2,False,False,En buen estado,False,True,2.0,False,False,3.0,False,False,False,90.0,90.0,False,False,False,Otro,venta,,,,
260000.0,Comillas,Carabanchel,40.3912894,-3.711081,E,228 kWh/m² año,E,39 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,1.0,2,False,False,A estrenar,False,False,2.0,False,False,0.0,True,False,False,82.0,82.0,False,False,False,Piso,venta,,,,
1329000.0,Castellana,Salamanca,40.4361522,-3.6804593,C,121 kWh/m² año,C,21 Kg CO₂/m² año,1.0,True,True,Más de 50 años,False,False,2,True,False,Reformado,False,False,2.0,False,False,1.0,True,False,False,135.0,130.0,False,False,True,Piso,venta,,,,
253000.0,Numancia,Puente de Vallecas,40.39744,-3.6640263,False,,False,,0.0,False,True,Más de 50 años,False,False,1,False,False,En buen estado,False,False,3.0,False,False,0.0,True,False,False,88.0,88.0,False,False,False,Piso,venta,,,,
289000.0,San Pascual,Ciudad Lineal,40.443204,-3.6519276,False,,False,,0.0,False,True,,False,False,2,False,False,En buen estado,False,False,3.0,False,False,7.0,False,False,False,99.0,99.0,False,False,False,Otro,venta,,,,
1284900.0,Cuatro Caminos,Tetuán,40.4510161,-3.6956974,D,98 kWh/m² año,D,20 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,3,False,False,En buen estado,False,False,8.0,False,False,5.0,False,False,False,208.0,208.0,False,False,False,Piso,venta,,,,
800000.0,Vallehermoso,Chamberí,40.4392051,-3.7073965,D,169 kWh/m² año,D,35 Kg CO₂/m² año,0.0,False,True,,False,False,1,False,False,A reformar,False,False,2.0,False,False,5.0,True,False,False,94.0,94.0,False,False,False,Piso,venta,,,,
890000.0,Fuentelarreina,Fuencarral-El Pardo,40.4747621,-3.7383219,B,104 kWh/m² año,B,54 Kg CO₂/m² año,0.0,False,True,,False,False,2,True,False,En buen estado,False,False,3.0,False,True,2.0,False,False,False,130.0,130.0,False,False,False,Piso,venta,,,,
390000.0,Rejas,San Blas,40.4434494,-3.5932323,False,,False,,0.0,False,True,Entre 20 y 30 años,False,False,1,False,False,En buen estado,False,True,2.0,False,False,0.0,False,True,False,84.0,74.0,False,False,False,Piso,venta,,,,
355000.0,Palacio,Centro,40.4100337,-3.7119373,False,,False,,0.0,False,True,,False,False,1,False,False,En buen estado,False,False,1.0,False,False,0.0,False,False,False,32.0,32.0,False,False,False,Casa,venta,,,,
650000.0,Hispanoamérica,Chamartín,40.4584,-3.68661,False,,False,,0.0,False,True,,False,False,1,False,False,En buen estado,False,False,1.0,False,False,7.0,False,False,False,74.0,74.0,False,False,False,Piso,venta,,,,
640000.0,Palos de Moguer,Arganzuela,40.401895,-3.6956513,False,,False,,0.0,False,True,Entre 30 y 50 años,False,1.0,2,True,False,En buen estado,False,True,3.0,False,False,4.0,False,True,False,106.0,92.0,False,False,False,Piso,venta,,,,
1800000.0,Goya,Salamanca,40.42709431,-3.670908186,False,,False,,0.0,False,True,Más de 50 años,False,1.0,3,True,False,En buen estado,False,False,5.0,False,False,7.0,False,True,False,226.0,206.0,False,False,False,Casa,venta,,,,
620000.0,Castilla,Chamartín,40.4742576,-3.6856786,E,179 kWh/m² año,E,37 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,1,True,False,En buen estado,False,False,3.0,True,False,0.0,False,False,False,78.0,78.0,False,False,False,Piso,venta,,,,
4500000.0,Aravaca,Moncloa-Aravaca,40.4595474,-3.7842692,False,,False,,0.0,False,True,,False,False,1,False,False,A estrenar,False,False,,False,False,0.0,False,False,False,,,False,False,False,Chalet,venta,,,,
933000.0,Ibiza,Retiro,40.4180057,-3.6740007,False,,False,,0.0,False,True,Más de 50 años,False,False,2,True,False,En buen estado,False,False,3.0,False,False,0.0,False,False,False,122.0,101.0,False,False,False,Piso,venta,,,,
199000.0,Simancas,San Blas,40.4288919,-3.6276925,False,,False,,0.0,True,True,Más de 50 años,False,1.0,1,True,False,En buen estado,False,False,2.0,False,False,2.0,False,False,False,56.0,50.0,False,False,False,Piso,venta,,,,
886000.0,Peñagrande,Fuencarral-El Pardo,40.47534,-3.7331707,False,,False,,0.0,False,True,,False,False,3,False,False,A estrenar,False,False,4.0,False,False,6.0,False,False,False,136.0,136.0,False,False,False,Piso,venta,,,,
2095000.0,Hispanoamérica,Chamartín,40.455494,-3.6782958,False,,False,,0.0,True,True,Entre 30 y 50 años,False,False,4,True,False,Reformado,False,True,4.0,False,True,6.0,True,False,False,300.0,280.0,False,False,False,Otro,venta,,,,
1050000.0,Castellana,Salamanca,40.4341261,-3.6853473,B,104 kWh/m² año,B,53 Kg CO₂/m² año,0.0,False,True,Más de 50 años,False,False,2,True,False,En buen estado,False,False,2.0,False,False,0.0,False,False,False,112.0,112.0,False,False,False,Otro,venta,,,,
515000.0,Rosas,San Blas,40.4232134,-3.6065342,False,,False,,0.0,False,True,Entre 20 y 30 años,False,False,2,True,False,En buen estado,False,True,2.0,False,False,0.0,False,True,False,150.0,115.0,False,False,False,Piso,venta,,,,
4850000.0,Castellana,Salamanca,40.4333807,-3.685166,False,,False,,0.0,False,True,,False,False,4,True,False,En buen estado,False,False,3.0,False,False,0.0,False,False,False,353.0,353.0,False,False,False,Piso,venta,,,,
2600000.0,Justicia-Chueca,Centro,40.4223383,-3.6995021,False,,False,,0.0,False,True,Más de 50 años,False,1.0,17,True,False,En buen estado,False,False,24.0,False,False,1.0,False,False,False,315.0,315.0,False,False,False,Piso,venta,,,,
653000.0,Peñagrande,Fuencarral-El Pardo,40.4718915,-3.7277227,False,,False,,0.0,False,True,,False,False,2,False,False,A estrenar,False,False,2.0,False,False,0.0,False,False,False,69.0,69.0,True,False,False,Piso,venta,,,,
275000.0,Simancas,San Blas,40.4359087,-3.6249521,False,,False,,0.0,True,True,Entre 10 y 20 años,False,False,2,True,False,En buen estado,False,True,1.0,True,False,2.0,False,False,False,86.0,72.0,False,False,False,Otro,venta,,,,
620000.0,Argüelles,Moncloa-Aravaca,40.4212974,-3.7170027,False,,False,,0.0,True,True,Más de 50 años,False,1.0,2,True,False,Reformado,False,False,2.0,False,False,1.0,False,False,False,68.0,68.0,False,False,False,Otro,venta,,,,
970000.0,Vallehermoso,Chamberí,40.4410547,-3.7136685,False,,False,,1.0,False,True,Más de 50 años,False,False,2,True,False,A reformar,False,False,5.0,False,False,2.0,False,False,False,185.0,155.0,False,False,False,Piso,venta,,,,
