price_eur,barrio,distrito,lat,lon,listing_type,energy_consumption_rating,energy_emissions_rating,adaptado a personas con movilidad reducida,aire acondicionado,amueblado,antigüedad,ascensor,balcón,baños,calefacción,chimenea,cocina equipada,conservación,exterior,garaje,habitaciones,jardín,piscina,planta,portero automático,puerta blindada,referencia,sistema de seguridad,superficie construida,superficie útil,terraza,trastero,vidrios dobles,tipo_inmueble
7000.0,Castellana,Salamanca,40.4319731,-3.6858157,rental,False,False,0.0,True,No,Entre 30 y 50 años,False,False,3,True,False,True,Reformado,False,True,2.0,False,False,6.0,True,True,2413-JG,False,150.0,145.0,True,False,False,Otro
3125.0,Trafalgar,Chamberí,40.4311255,-3.7000694,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,RAJA,False,100.0,100.0,False,False,False,Casa
3350.0,Almagro,Chamberí,40.4338913,-3.6963147,rental,E,E,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,2.0,False,False,7.0,False,False,WUKRO,False,159.0,150.0,False,False,False,Casa
2300.0,Sol,Centro,40.4244608,-3.7035599,rental,False,False,0.0,True,Si,Más de 50 años,False,False,2,True,False,True,Reformado,False,False,2.0,False,False,3.0,True,False,4418-MV,False,60.0,55.0,False,False,False,Piso
2480.0,Trafalgar,Chamberí,40.4358621,-3.7031553,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,MARMO,False,60.0,60.0,False,False,False,Casa
3445.0,Almagro,Chamberí,40.4339461,-3.6920471,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,4.0,False,False,TIBUR,False,121.0,121.0,False,False,False,Otro
2350.0,Argüelles,Moncloa-Aravaca,40.4209,-3.71569,rental,False,False,1.0,False,Si,,False,False,2,True,False,True,En buen estado,False,False,3.0,False,False,2.0,False,False,108225294,False,131.0,101.0,False,False,False,Piso
3435.0,Almagro,Chamberí,40.4353474,-3.6902704,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,2.0,False,False,REAL,False,140.0,140.0,False,False,False,Casa
3095.0,Lista,Salamanca,40.4303485,-3.6780405,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,2.0,False,False,NAPOLI,False,125.0,125.0,False,False,False,Casa
3500.0,Almenara,Tetuán,40.4729569,-3.6884369,rental,False,False,0.0,True,Si,,True,False,2,True,False,Americana - amueblada con elec.,En buen estado,False,True,3.0,False,False,7.0,False,False,1252,False,160.0,140.0,False,False,False,Otro
2275.0,Embajadores-Lavapiés,Centro,40.4116171,-3.7071108,rental,E,A,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,1.0,False,False,2.0,False,False,ALBA,False,90.0,90.0,False,False,False,Casa
2750.0,Lista,Salamanca,40.4348314,-3.677145,rental,E,E,0.0,False,No,,False,1.0,2,False,False,False,En buen estado,False,False,2.0,False,False,4.0,False,False,YANGAMBI,False,105.0,95.0,False,False,False,Casa
2200.0,Sol,Centro,40.4150744,-3.7058997,rental,False,False,0.0,True,No,,False,1.0,1,True,False,Cocina amueblada,En buen estado,False,False,2.0,False,False,5.0,False,False,ALQDPTP65,False,88.0,88.0,False,False,False,Piso
1375.0,Opañel,Carabanchel,40.3904358,-3.7204195,rental,False,False,0.0,True,No,Menos de 5 años,False,1.0,1,True,False,True,A estrenar,False,True,2.0,True,True,4.0,False,False,3681930571,False,52.0,52.0,False,False,False,Piso
4800.0,Argüelles,Moncloa-Aravaca,40.4245397,-3.7126059,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,20.0,False,False,OCEA,False,85.0,85.0,False,False,False,Otro
2750.0,Almagro,Chamberí,40.4444707,-3.6971585,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,1.0,False,False,2.0,False,False,GIORGIO,False,41.0,41.0,False,False,False,Casa
4050.0,Justicia-Chueca,Centro,40.4284301,-3.7002531,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,1.0,2,True,False,True,Reformado,False,False,2.0,False,False,2.0,True,False,4050-JG,False,110.0,100.0,False,False,False,Piso
2260.0,Almenara,Tetuán,40.4722764,-3.6918866,rental,False,False,0.0,True,Si,Entre 10 y 20 años,False,False,1,True,False,Completamente equipada,Reformado,False,False,1.0,False,False,2.0,False,False,1259-AM,False,65.0,59.0,False,False,False,Otro
6900.0,Castellana,Salamanca,40.4362991,-3.6835426,rental,False,False,0.0,True,No,,False,False,3,True,False,Cocina amueblada,En buen estado,False,True,4.0,False,False,0.0,False,False,ALQDPLP31,False,200.0,200.0,False,False,False,Piso
2900.0,Cuatro Caminos,Tetuán,40.448326,-3.6967496,rental,D,A,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,RACHID,False,110.0,110.0,False,False,False,Casa
5200.0,Almagro,Chamberí,40.4271597,-3.692352,rental,False,False,0.0,True,No,Más de 50 años,False,1.0,2,True,1.0,True,Reformado,False,True,4.0,False,False,2.0,True,True,4477-AG,True,199.0,171.0,False,False,False,Piso
4515.0,Goya,Salamanca,40.4222063,-3.6723441,rental,E,E,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,False,4.0,False,False,6.0,False,False,CIELO,False,156.0,156.0,False,False,False,Piso
3350.0,Palacio,Centro,40.4219041,-3.7109797,rental,False,False,0.0,True,Si,Menos de 5 años,False,1.0,2,True,False,Completamente equipada,A estrenar,False,False,2.0,False,False,3.0,False,False,1614 AM,False,95.0,85.0,False,False,False,Piso
1965.0,Río Rosas,Chamberí,40.44081058,-3.700234991,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,1.0,False,False,1.0,False,False,YUCATAN,False,51.0,51.0,False,False,False,Casa
1375.0,Palomeras Bajas,Puente de Vallecas,40.38923,-3.664255,rental,False,False,0.0,True,No,Entre 30 y 50 años,False,False,2,True,False,10,En buen estado,False,True,3.0,False,False,2.0,False,True,012134,False,100.0,85.0,False,False,False,Piso
4200.0,Ciudad Jardín,Chamartín,40.4483302,-3.6706909,rental,False,False,1.0,True,Si,Menos de 5 años,False,False,2,True,False,True,En buen estado,False,True,2.0,True,True,0.0,True,True,557-IH,True,149.0,140.0,False,False,False,Otro
2600.0,Río Rosas,Chamberí,40.4406009,-3.6987524,rental,False,False,0.0,True,Si,,True,False,1,True,False,Independiente - amueblada con elec.,En buen estado,False,True,2.0,False,False,3.0,False,False,1260,False,95.0,85.0,False,False,False,Piso
4385.0,Argüelles,Moncloa-Aravaca,40.4227158,-3.7115895,rental,A,A,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,2.0,False,False,0.0,False,False,VALIER,False,133.0,133.0,False,False,False,Casa
3190.0,Recoletos,Salamanca,40.4290316,-3.6844489,rental,E,E,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,2.0,False,False,5.0,False,False,SERIN,False,112.0,112.0,False,False,False,Casa
2405.0,Trafalgar,Chamberí,40.429769,-3.7016762,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,HEMA,False,66.0,66.0,False,False,False,Casa
3690.0,Universidad-Malasaña,Centro,40.4212691,-3.7064944,rental,E,E,0.0,False,Si,,False,False,1,True,False,True,En buen estado,False,False,1.0,False,False,5.0,False,False,GRECO,False,67.0,67.0,False,False,False,Casa
4995.0,Recoletos,Salamanca,40.421792,-3.6852193,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,False,3,True,False,True,Reformado,False,False,3.0,False,False,1.0,True,True,3192-AM,False,152.0,150.0,False,False,False,Piso
3140.0,Recoletos,Salamanca,40.4343861,-3.6831122,rental,E,A,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,TAKAO,False,120.0,120.0,False,False,False,Piso
3435.0,Almagro,Chamberí,40.4330301,-3.6942041,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,3.0,False,False,ARGENTO,False,135.0,135.0,False,False,False,Casa
5695.0,Arapiles,Chamberí,40.4321329,-3.7031393,rental,B,A,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,True,3.0,False,False,5.0,False,False,JAVA,False,129.0,129.0,False,False,False,Casa
1500.0,Sol,Centro,40.4163183,-3.7008048,rental,False,False,0.0,True,Si,Más de 50 años,False,1.0,1,True,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,000022,False,69.0,67.0,False,False,False,Piso
3850.0,Almagro,Chamberí,40.436776,-3.6906338,rental,False,False,0.0,True,Si,,False,False,2,True,False,True,En buen estado,False,True,2.0,False,False,2.0,True,True,754-JG,False,129.0,120.0,False,False,False,Piso
2300.0,Lista,Salamanca,40.4329489,-3.6740432,rental,False,False,0.0,True,Si,,False,False,1,True,False,Cocina amueblada,Reformado,False,False,2.0,False,False,3.0,False,False,ALQSQAES,False,79.0,75.0,False,False,False,Piso
3435.0,Almagro,Chamberí,40.43384,-3.691047,rental,E,E,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,False,4.0,False,False,2.0,False,False,SELAYAR,False,170.0,170.0,False,False,False,Otro
4000.0,Castellana,Salamanca,40.4377968,-3.6793821,rental,False,False,0.0,True,Si,Más de 50 años,False,False,4,False,False,Cocina amueblada,En buen estado,False,False,3.0,False,False,5.0,False,False,ALQDANPS,False,161.0,145.0,False,False,False,Piso
3340.0,Trafalgar,Chamberí,40.4320717,-3.6997881,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,1.0,False,False,ANDUJAR,False,138.0,138.0,False,False,False,Casa
3290.0,Almagro,Chamberí,40.4359896,-3.7012078,rental,E,E,0.0,False,No,,False,1.0,2,False,False,False,En buen estado,False,False,3.0,False,False,3.0,False,False,SEBASTIANO,False,127.0,127.0,False,False,False,Casa
2445.0,Ciudad Jardín,Chamartín,40.4435641,-3.6771966,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,7.0,False,False,ANKU,False,75.0,75.0,False,False,False,Casa
4100.0,Sol,Centro,40.422016,-3.7090499,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,False,2,True,False,True,En buen estado,False,False,2.0,False,True,6.0,False,True,4101-AG,True,122.0,106.0,True,False,False,Otro
2260.0,Cuatro Caminos,Tetuán,40.4540283,-3.7005552,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,True,1.0,False,False,1.0,False,False,ABANTOS,False,40.0,40.0,False,False,False,Casa
3585.0,Guindalera,Salamanca,40.4349937,-3.6742117,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,4.0,False,False,2.0,False,False,BOMONTI,False,151.0,151.0,False,False,False,Casa
2800.0,Justicia-Chueca,Centro,40.4215886,-3.7002544,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,5.0,False,False,MELITO,False,100.0,100.0,False,False,False,Casa
3140.0,Río Rosas,Chamberí,40.4361925,-3.6929166,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,MOVIDA,False,81.0,81.0,False,False,False,Casa
3435.0,Trafalgar,Chamberí,40.4387493,-3.7001917,rental,E,E,0.0,False,No,,False,1.0,2,False,False,False,En buen estado,False,False,3.0,False,False,7.0,False,False,AZANDE,False,123.0,123.0,False,False,False,Casa
4150.0,Almagro,Chamberí,40.4338613,-3.6946524,rental,D,D,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,True,3.0,False,False,2.0,False,False,SANGGAR,False,175.0,175.0,False,False,False,Casa
1400.0,Cuatro Caminos,Tetuán,40.4507981,-3.6996918,rental,False,False,0.0,False,Si,Entre 30 y 50 años,False,False,1,True,False,False,En buen estado,False,False,1.0,False,False,1.0,False,False,OR-A2075/1158,False,45.0,45.0,False,False,False,Otro
5600.0,Almagro,Chamberí,40.4349452,-3.6942161,rental,False,False,0.0,True,Si,Más de 50 años,False,False,3,True,False,Cocina amueblada,En buen estado,False,False,3.0,False,False,4.0,False,False,ALQDAMCP24,False,204.0,178.0,False,False,False,Piso
1200.0,Berruguete,Tetuán,40.4571923,-3.7068371,rental,False,False,0.0,False,No,Entre 20 y 30 años,False,False,1,False,False,Americana,En buen estado,False,False,1.0,False,False,1.0,False,False,000548,False,71.0,45.0,False,False,False,Otro
3340.0,Ibiza,Retiro,40.4163362,-3.6714213,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,5.0,False,False,LAGUNA,False,96.0,96.0,False,False,False,Piso
3690.0,Goya,Salamanca,40.427691889,-3.683852038,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,5.0,False,False,RUMI,False,100.0,100.0,False,False,False,Casa
5400.0,Palacio,Centro,40.4211309,-3.7103643,rental,False,False,0.0,True,Si,Más de 50 años,False,1.0,3,True,False,True,Reformado,False,False,3.0,False,False,2.0,True,True,0004,False,260.0,252.0,False,False,True,Piso
5000.0,Argüelles,Moncloa-Aravaca,40.4268619,-3.7087821,rental,False,False,0.0,True,Si,Más de 50 años,False,False,3,True,False,Integrada en el salón,Reformado,False,False,4.0,False,False,1.0,True,True,4033,False,126.0,108.0,False,False,False,Piso
3830.0,Almagro,Chamberí,40.4339769,-3.69077,rental,A,A,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,SELONG,False,100.0,100.0,False,False,False,Casa
2555.0,Trafalgar,Chamberí,40.4326367,-3.7003809,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,6.0,False,False,EKONDA,False,90.0,90.0,False,False,False,Casa
4325.0,Recoletos,Salamanca,40.4218991,-3.6872051,rental,E,E,0.0,False,No,,False,1.0,2,False,False,False,En buen estado,False,False,3.0,False,False,2.0,False,False,TAVIRA,False,98.0,98.0,False,False,False,Casa
3440.0,Universidad-Malasaña,Centro,40.4235568,-3.7024484,rental,False,False,0.0,True,No,Entre 5 y 10 años,False,False,2,True,False,Completamente equipada,En buen estado,False,False,2.0,False,False,2.0,False,False,3975-AM,False,140.0,125.0,False,False,False,Otro
2955.0,Goya,Salamanca,40.430017,-3.6735678,rental,False,False,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,1.0,False,False,RAMSAR,False,100.0,100.0,False,False,False,Casa
1450.0,Castillejos,Tetuán,40.4629117,-3.6920971,rental,False,False,0.0,True,No,Más de 50 años,False,False,1,True,False,False,En buen estado,False,False,1.0,False,False,0.0,False,True,RP602025137276,False,60.0,55.0,False,False,False,Piso
4000.0,Goya,Salamanca,40.427546,-3.6780052,rental,False,False,0.0,True,No,Entre 20 y 30 años,False,1.0,2,True,False,True,Reformado,False,False,2.0,False,False,5.0,True,True,2823-JG,False,214.0,170.0,False,True,False,Piso
6000.0,Castellana,Salamanca,40.437635,-3.6867181,rental,False,False,0.0,True,No,,False,False,4,True,False,Cocina amueblada,Reformado,False,True,4.0,False,False,3.0,False,False,ALQSQM3,False,264.0,264.0,False,False,False,Piso
3340.0,Castillejos,Tetuán,40.4603216,-3.6921511,rental,E,E,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,False,4.0,False,False,8.0,False,False,ARZANO,False,152.0,152.0,False,False,False,Casa
4550.0,Castellana,Salamanca,40.4357,-3.6807971,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,4.0,False,False,3.0,False,False,PAZ,False,177.0,177.0,False,False,False,Piso
3435.0,Castellana,Salamanca,40.4380916,-3.6887861,rental,C,A,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,False,3.0,False,False,5.0,False,False,SAWA,False,170.0,170.0,False,False,False,Otro
3780.0,Ibiza,Retiro,40.4181354,-3.6768601,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,9.0,False,False,PERALES,False,80.0,80.0,False,False,False,Piso
3045.0,Lista,Salamanca,40.4293225,-3.6857729,rental,E,A,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,LIBRANDI,False,140.0,140.0,False,False,False,Casa
3790.0,Universidad-Malasaña,Centro,40.4206355,-3.7015297,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,4.0,False,False,DARI,False,185.0,185.0,False,False,False,Casa
2405.0,Vallehermoso,Chamberí,40.4553543,-3.7027988,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,5.0,False,False,HIIS,False,100.0,100.0,False,False,False,Casa
8800.0,Almagro,Chamberí,40.4383253,-3.6932338,rental,False,False,1.0,True,Si,Entre 30 y 50 años,False,False,5,True,1.0,True,Reformado,False,True,5.0,False,False,5.0,True,True,3098-DG,False,366.0,355.0,False,False,False,Piso
3200.0,Almagro,Chamberí,40.4308844,-3.6955708,rental,False,False,0.0,True,No,Más de 50 años,False,False,2,True,False,Cocina amueblada,En buen estado,False,False,2.0,False,False,2.0,False,False,ALQDACRCS15,False,112.0,103.0,False,False,False,Piso
2950.0,Almenara,Tetuán,40.4712402,-3.6889625,rental,False,False,1.0,True,Si,Más de 50 años,False,False,1,True,False,True,Reformado,False,True,2.0,True,False,0.0,True,True,4417-LH,False,105.0,100.0,False,False,False,Piso
4650.0,Recoletos,Salamanca,40.4270651,-3.6841796,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,TATE,False,120.0,120.0,False,False,False,Casa
2750.0,Universidad-Malasaña,Centro,40.4256063,-3.7085272,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,False,1,True,False,True,Reformado,False,False,1.0,False,False,2.0,True,False,3764-AG,False,150.0,145.0,False,False,False,Otro
1975.0,Cuatro Caminos,Tetuán,40.453774,-3.6995962,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,True,1.0,False,False,2.0,False,False,CARRANQUE,False,40.0,40.0,False,False,False,Casa
2825.0,Goya,Salamanca,40.4271431,-3.6757451,rental,F,F,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,3.0,False,False,4.0,False,False,AGADEZ,False,100.0,100.0,False,False,False,Casa
2880.0,Lista,Salamanca,40.4294887,-3.6751198,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,EMBA,False,80.0,80.0,False,False,False,Casa
3150.0,Goya,Salamanca,40.4229972,-3.6793354,rental,False,False,0.0,True,Si,Más de 50 años,False,False,2,True,False,Cocina amueblada,En buen estado,False,False,2.0,False,False,5.0,False,False,ALQDACALC13,False,72.0,68.0,False,False,False,Piso
800.0,San Isidro,Carabanchel,40.3969982,-3.7337145,rental,False,False,0.0,False,Si,,False,False,1,False,False,False,En buen estado,False,False,1.0,False,False,1.0,False,False,G-5162/5300,False,30.0,30.0,False,False,False,Casa
750.0,Numancia,Puente de Vallecas,40.383956345,-3.632488005,rental,False,False,0.0,True,Si,Más de 50 años,False,False,1,True,False,True,En buen estado,False,False,1.0,False,False,3.0,False,False,000221,False,40.0,40.0,False,False,False,Otro
3140.0,Jerónimos,Retiro,40.406872,-3.6815489,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,3.0,False,False,6.0,False,False,JILGUERO,False,115.0,115.0,False,False,False,Piso
2800.0,Palacio,Centro,40.4223765,-3.7096117,rental,False,False,1.0,True,Si,Entre 20 y 30 años,False,False,1,True,False,True,Reformado,False,False,1.0,False,True,7.0,True,True,1902-AG,False,70.0,65.0,True,False,False,Otro
2500.0,Guindalera,Salamanca,40.4318455,-3.6662381,rental,False,False,0.0,True,Si,Más de 50 años,False,False,2,True,False,Completamente equipada,Reformado,False,False,2.0,False,False,4.0,False,False,4134-AM,False,81.0,73.0,False,False,False,Piso
3300.0,Adelfas,Retiro,40.4000205,-3.6728632,rental,False,False,0.0,True,Si,Entre 5 y 10 años,False,False,2,True,False,Completamente equipada,En buen estado,False,False,3.0,False,True,5.0,False,False,4058-AM,False,115.0,107.0,False,False,False,Piso
4500.0,Recoletos,Salamanca,40.427832,-3.688248,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,False,3,True,False,True,Reformado,False,True,2.0,False,False,4.0,False,True,5323-VC,False,240.0,230.0,False,False,False,Piso
3680.0,Justicia-Chueca,Centro,40.4226937,-3.6990401,rental,E,E,0.0,False,Si,,False,1.0,3,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,SAPORE,False,120.0,120.0,False,False,False,Casa
1200.0,Universidad-Malasaña,Centro,40.4265,-3.70611,rental,False,False,1.0,False,Si,Entre 20 y 30 años,False,1.0,1,False,False,True,En buen estado,False,False,1.0,False,False,4.0,False,False,108224858,False,40.0,30.0,False,False,False,Otro
4150.0,Almagro,Chamberí,40.436776,-3.6906338,rental,False,False,0.0,True,Si,Entre 30 y 50 años,False,False,2,True,False,True,Reformado,False,True,2.0,False,False,3.0,True,False,3633-JG,False,129.0,120.0,False,False,False,Piso
2650.0,Ibiza,Retiro,40.4182165,-3.678356,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,3.0,False,False,FLORIDA,False,85.0,85.0,False,False,False,Casa
3800.0,Universidad-Malasaña,Centro,40.4234753,-3.701637,rental,False,False,0.0,True,No,Entre 30 y 50 años,False,False,3,True,1.0,True,Reformado,False,False,2.0,False,False,5.0,True,True,2701-AM,False,220.0,200.0,False,False,False,Otro
12000.0,Jerónimos,Retiro,40.4161988,-3.6913986,rental,False,False,0.0,True,No,Entre 30 y 50 años,False,1.0,5,True,1.0,True,Reformado,False,True,5.0,False,False,3.0,True,True,7597-VC,False,459.0,445.0,False,False,False,Piso
3430.0,El Viso,Chamartín,40.445194,-3.6862127,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,FORMIA,False,126.0,126.0,False,False,False,Casa
2220.0,Trafalgar,Chamberí,40.4360322,-3.7021615,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,1.0,False,False,3.0,False,False,BERALDI,False,50.0,50.0,False,False,False,Otro
3190.0,Ibiza,Retiro,40.422874,-3.6786724,rental,E,E,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,3.0,False,False,4.0,False,False,STELLA,False,110.0,110.0,False,False,False,Casa
4000.0,Goya,Salamanca,40.4251303,-3.677366,rental,False,False,0.0,True,Si,Más de 50 años,False,False,2,True,False,Completamente equipada,En buen estado,False,False,3.0,False,False,5.0,False,False,3821-AM,False,120.0,115.0,False,False,False,Piso
3000.0,Almagro,Chamberí,40.4361594,-3.6945993,rental,E,E,0.0,True,Si,Más de 50 años,False,False,2,False,False,Cocina amueblada,En buen estado,False,False,2.0,False,False,2.0,False,False,ALQACHF73,False,85.0,78.0,False,False,False,Piso
2425.0,Cuatro Caminos,Tetuán,40.4518354,-3.6967825,rental,D,C,0.0,False,Si,,False,1.0,2,False,False,True,En buen estado,False,False,2.0,False,False,4.0,False,False,GUBAN,False,110.0,110.0,False,False,False,Casa
2735.0,Trafalgar,Chamberí,40.4301161,-3.7026079,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,5.0,False,False,NOCERA,False,95.0,95.0,False,False,False,Casa
2765.0,Goya,Salamanca,40.4257508,-3.6743576,rental,E,A,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,7.0,False,False,UBEDA,False,100.0,100.0,False,False,False,Casa
2685.0,Goya,Salamanca,40.4291146,-3.6739433,rental,E,E,0.0,False,Si,,False,False,1,False,False,True,En buen estado,False,False,1.0,False,False,1.0,False,False,ZAFRA,False,63.0,63.0,False,False,False,Casa
6500.0,Castellana,Salamanca,40.4324083,-3.6785046,rental,False,False,0.0,True,Si,Más de 50 años,False,1.0,5,True,False,True,Reformado,False,True,4.0,False,False,2.0,True,True,4248-VC,False,241.0,235.0,False,False,True,Otro
2720.0,Justicia-Chueca,Centro,40.4221398,-3.6990456,rental,E,E,0.0,False,No,,False,False,1,False,False,False,En buen estado,False,False,1.0,False,False,5.0,False,False,MINORE,False,62.0,62.0,False,False,False,Casa
3565.0,Recoletos,Salamanca,40.4244031,-3.6839542,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,NAKA,False,120.0,120.0,False,False,False,Casa
1800.0,Casa de Campo,Moncloa-Aravaca,40.421587864,-3.721373194,rental,False,False,0.0,False,No,Entre 20 y 30 años,False,False,2,False,False,False,En buen estado,False,False,4.0,False,False,0.0,False,False,578806,False,116.0,116.0,False,False,False,Casa
2375.0,Cuatro Caminos,Tetuán,40.4619941,-3.6936892,rental,E,E,0.0,False,Si,,False,1.0,1,False,False,True,En buen estado,False,False,2.0,False,False,8.0,False,False,LORCA,False,68.0,68.0,False,False,False,Casa
2750.0,Castillejos,Tetuán,40.4620678,-3.6963141,rental,False,False,0.0,True,Si,Menos de 5 años,False,False,1,False,False,Completamente equipada,En buen estado,False,False,1.0,False,False,3.0,False,False,4053-AM,False,70.0,65.0,True,False,False,Otro
4515.0,Cortes-Huertas,Centro,40.4158104,-3.7004723,rental,E,E,0.0,False,Si,,False,False,3,False,False,True,En buen estado,False,False,3.0,False,False,4.0,False,False,ACQUA,False,175.0,175.0,False,False,False,Casa
1650.0,Prosperidad,Chamartín,40.4451134,-3.6698556,rental,False,False,0.0,True,Si,Más de 50 años,False,1.0,1,True,False,Completamente equipada,Reformado,False,False,1.0,False,False,1.0,False,False,4198-AM,False,50.0,43.0,False,False,False,Otro
2895.0,Trafalgar,Chamberí,40.4315164,-3.7032222,rental,E,E,0.0,False,No,,False,False,2,False,False,False,En buen estado,False,False,3.0,False,False,6.0,False,False,ARIEGE,False,90.0,90.0,False,False,False,Casa
2800.0,Castillejos,Tetuán,40.4727988,-3.6889766,rental,False,False,0.0,True,No,Menos de 5 años,False,False,2,True,False,True,Reformado,False,True,4.0,False,False,0.0,False,False,4249-LH,False,165.0,160.0,False,False,False,Chalet
3620.0,Almagro,Chamberí,40.4366994,-3.6926482,rental,E,E,0.0,False,No,,False,1.0,1,False,False,False,En buen estado,False,False,2.0,False,False,6.0,False,False,LORA,False,97.0,97.0,False,False,False,Casa
3555.0,Castellana,Salamanca,40.4347673,-3.6828239,rental,E,E,0.0,False,Si,,False,False,2,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,DUNGA,False,82.0,82.0,False,False,False,Casa
3150.0,Hispanoamérica,Chamartín,40.4541746,-3.6781576,rental,False,False,0.0,False,No,,False,False,3,False,False,False,En buen estado,False,True,3.0,False,False,0.0,False,True,RP902025136725,False,185.0,127.0,False,False,False,Piso
2200.0,Goya,Salamanca,40.4259067,-3.6787211,rental,False,False,0.0,True,Si,Más de 50 años,False,False,1,True,False,Completamente equipada,En buen estado,False,False,1.0,False,False,1.0,False,False,4019-AM,False,49.0,44.0,False,False,False,Piso
2300.0,Prosperidad,Chamartín,40.4396163,-3.6735301,rental,False,False,0.0,True,Si,Más de 50 años,False,1.0,2,True,False,Completamente equipada,Reformado,False,False,2.0,False,False,1.0,False,False,2502- AM,True,64.0,60.0,False,False,False,Piso
2760.0,Trafalgar,Chamberí,40.4311255,-3.7000694,rental,E,E,0.0,False,Si,,False,1.0,1,False,False,True,En buen estado,False,False,2.0,False,False,2.0,False,False,AKABLI,False,100.0,100.0,False,False,False,Casa
